,overall,reviewText
3134235,0.0,"This seemed like a good replacement for the other versions that didn't make the cut.  Sadly, less than two weeks later, the hanger arm broke off...So now it's back to the purchasing board :-["
4328516,0.0,"The best I can say for these earphones is they look good and are comfortable to wear. From there it is all down hill. They are very difficult to hear in any environment where there is noise. Is literally impossible to hear the headphone commands like ""maximum volume"", On, etc. Callers always say they can not hear me and that gets very old and frustrating quick. Though I can hear them ok. The range is ok but not what is claimed. The fit is uncomfortable for I wear a double XX hat and they do not feel comfortable nor fit well around my ears.

I can not recommend these headphones for the price especially."
2840627,0.0,Actually not even the right size for my document camera. What a waste to buy. I only got the extras because of the recommendations and never bought anything online before.
3026701,0.0,"This case breaks very easily.  I have purchased 3, because of the color.  My son has a rare form of color blindness and can only see orange, so I purchased it because it is orange and he can see it.  Because is was cheap I didn't mind buying it.  But this last time it broke within a week, so I have moved on to a more sturdy case."
1522233,1.0,"I have 1st works on my sony camera . It did not work on pentax . Recently I upgrade the firmware ,it work on pentax too. I bought 2nd for my pentax"
3179890,0.0,Deceiving listing. The 50-foot cable is not ARC enabled. Yamaha RXv477 keeps cutting in-and-out due to ARC issues. Returned. Not the latest standard.
713027,0.0,"Add me to the list of thousands of unhappy Slingbox owners. My Slingbrick Pro is now a paper weight thanks to the buggy firmware update. I get the constant flashing network light and no amount of hard resets, soft resets or network fiddling is going to bring it back from the grave.

The OEM warranty is only 90 days (who offers a 90 day warranty these days unless they're sure their product is going to fail?).  Slingmedia tech support makes going to the DMV seem like a beach vacation, they told me they wanted $30 upfront for tech support with no guarantees they could fix anything.  Do not buy this POS product from this POS company.  Get yourself a Hava HD Platinum."
2419439,0.0,"i used one of this borrowed in a hotel. It works great with my laptop. So, I got one from Amazon half year ago. Now I need to use it and didn't see the SSID. I wrote to TP_link support. They gave me a ticket. Three days later, nothing happens. so much for 24X7 support.

the light turned bright blue and then it dims to dark blue.  I reset as the instruction says. Nothing happened. I haven't use this for ONE time!"
2712250,1.0,I purchased this lens kit for my Nikon 1 Power Zoom 10-100 mm lens.  Works and fits great.  Pictures look great too!  The case is handy to carry 3 filters for multiple lenses while on a trip.  I would buy this product again or a similar one in the future.  I have several Altura products and I am pleased with all of them.  The quality seems to be top notch.
3392856,0.0,"My daughter got one of these for Christmas last year. After an onerous setup process, it worked great for about 20 minutes. Then, it managed to brick itself. Every couple months I revisit it to see if I can revive this $100 paper weight. So far, no success. I'm a computer programmer and work with computers every day, so this isn't just a case of not knowing how to get the software installed. I installed it, the device connects for about 5 seconds, then disconnects and unless I uninstall and reinstall the software it never connects again. And when I do that, it does the same 5 second connect then disconnect. The leappad itself is bricked, it won't play games or anything, it just shows that it needs to be connected to a computer with an exclamation mark.

Just buy a cheap Android tablet, some educational apps, and a good case and you'll have a much more flexible device and something that isn't going to suddenly stop working 20 minutes later"
5487066,0.0,"I was really looking forward to trying this out.  After all, it sounds like a great idea.

However, I tried it out today and was soooo disappointed.  Sure, the product is cheap and flimsy, but none of that matters if it worked well enough.  Unfortunately, it just doesn't deliver.  I read the instructions (and there really wasn't much) and followed it perfectly.  I plugged it into the cigarette lighter of my Honda, looked for a FM channel where there is not a station, and set the unit to the same frequency.

It worked, but there is so much background noise and hiss.  If you lay down the transmitter in the cupholder, all you get is noise.

Anyway, I'm really disappointed and can't possibly recommend this product to anyone.  The only good thing about this product is that it isn't very expensive.  Lastly, where are all these positive review coming from?"
